Complaint_ID,Product_ID,Customer_ID,Complaint_Date,Complaint_Type,Resolution_Time_Days,Complaint_Status,Satisfaction_Score,Customer_Loyalty_Score,Customer_Service_Interaction,Brand_Perceived_Image,Customer_Feedback,Additional_Comments
555,8784,533,2024-12-05 06:32:30.412051392,Damaged Product,14.0,Unresolved,7.7127129443968485,9.428986927160194,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,Package came way late. Not ordering from here again.
556,5082,7352,2024-12-05 06:32:30.412051392,Incorrect Product,19.0,Pending,5.3543779172658414,5.758964371936196,Neutral,Good,,"I dunno, but the product just wasn't what I thought. Disappointed."
557,7489,9838,2024-12-05 06:32:30.412051392,Late Delivery,5.0,Unresolved,2.628638566019052,2.0782794749731766,Negative,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
558,2893,9704,2024-12-05 06:32:30.412051392,Damaged Product,6.0,Pending,9.27599181444394,5.266008146013794,Positive,Good,Package came way late. Not ordering from here again.,"Resolution was fine, but the shipping took forever!"
559,3136,1929,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Pending,3.772350037659843,9.572799860115506,Positive,Excellent,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
560,9530,1584,2024-12-05 06:32:30.412051392,Quality Issue,24.0,Unresolved,7.413927446943746,4.447368465641825,Negative,Average,Package came way late. Not ordering from here again.,"I dunno, but the product just wasn't what I thought. Disappointed."
561,3143,1373,2024-12-05 06:32:30.412051392,Damaged Product,10.0,Pending,6.764698853609865,3.0566953224149733,Positive,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.","Resolution was fine, but the shipping took forever!"
562,9050,9396,2024-12-05 06:32:30.412051392,Packaging Issue,3.0,Resolved,7.976921324167826,6.721362589939703,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Arrived in a damaged box, not happy. Seriously?"
563,3605,7275,2024-12-05 06:32:30.412051392,Damaged Product,28.0,Pending,8.566764804001405,1.7996225211132868,Neutral,Poor,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
564,9331,7595,2024-12-05 06:32:30.412051392,Quality Issue,3.0,Resolved,,4.113112703558992,Positive,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Arrived in a damaged box, not happy. Seriously?"
565,9815,10093,2024-12-05 06:32:30.412051392,Incorrect Product,4.0,Resolved,8.00837661954464,7.858850232622624,Neutral,Average,"Arrived in a damaged box, not happy. Seriously?",Packaging was fine but the actual product had issues.
566,3301,6654,2024-12-05 06:32:30.412051392,Late Delivery,21.0,Resolved,2.764661291798407,7.630243959631207,Positive,Good,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
567,5277,10191,2024-12-05 06:32:30.412051392,Damaged Product,13.0,Pending,8.216316101136417,6.601989331443906,Neutral,Average,"Resolution was fine, but the shipping took forever!",Package came way late. Not ordering from here again.
568,8377,7283,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Resolved,6.634746147545572,3.8439861666408404,Neutral,Average,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
569,3477,4070,2024-12-05 06:32:30.412051392,Incorrect Product,3.0,Resolved,8.227574569379126,8.634343848007102,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Customer service wasn't helpful. Not coming back.
570,2772,4347,2024-12-05 06:32:30.412051392,Quality Issue,12.0,Unresolved,3.57587433587312,7.704970757377695,Neutral,Good,"Honestly, the product wasn't great. Wouldn't recommend it.",The color was different from the online pictures. Product's okay but that's a letdown.
571,6348,299,2024-12-05 06:32:30.412051392,Damaged Product,6.0,Resolved,7.640785380327118,6.671420363677676,Neutral,Poor,Customer service wasn't helpful. Not coming back.,Packaging was fine but the actual product had issues.
572,46,9097,2024-12-05 06:32:30.412051392,Incorrect Product,18.0,Pending,2.2194354834093106,7.0342039018676665,Negative,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Took way too long to get fixed, but the service was okay I guess."
573,4620,2233,2024-12-05 06:32:30.412051392,Late Delivery,8.0,Resolved,7.784066747510588,5.51653520486535,Negative,Average,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
574,5459,1164,2024-12-05 06:32:30.412051392,Late Delivery,14.0,Resolved,1.232979229973362,8.626959523110262,Negative,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
575,5107,8139,2024-12-05 06:32:30.412051392,Incorrect Product,2.0,Unresolved,6.002367414177305,7.808393017761801,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
576,7015,2890,2024-12-05 06:32:30.412051392,Late Delivery,21.0,Resolved,8.105249904320786,9.607494052286883,Negative,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.","Honestly, the product wasn't great. Wouldn't recommend it."
577,1301,6950,2024-12-05 06:32:30.412051392,Packaging Issue,22.0,Unresolved,6.958509566576453,1.8272638191271204,Neutral,Average,"Took way too long to get fixed, but the service was okay I guess.",Got the wrong item... so frustrating! What a waste of time.
578,10469,10861,2024-12-05 06:32:30.412051392,Incorrect Product,15.0,Pending,7.750218853227283,2.5636567461717292,Neutral,Good,Package came way late. Not ordering from here again.,Customer service wasn't helpful. Not coming back.
579,2101,4178,2024-12-05 06:32:30.412051392,Packaging Issue,24.0,Resolved,4.631654565048737,5.951612240634605,Negative,Good,"Took way too long to get fixed, but the service was okay I guess.",The color was different from the online pictures. Product's okay but that's a letdown.
580,4724,4939,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Resolved,5.094450415007359,5.8594050306218906,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Package came way late. Not ordering from here again.
581,6710,9986,2024-12-05 06:32:30.412051392,Packaging Issue,17.0,Resolved,1.0799906602974332,7.427390947388252,Positive,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
582,5703,2134,2024-12-05 06:32:30.412051392,Quality Issue,24.0,Resolved,5.275177744759887,5.199318918119692,Negative,Excellent,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
583,8206,9718,2024-12-05 06:32:30.412051392,Damaged Product,17.0,Unresolved,19.100662464393878,1.8632101667897105,Positive,Good,The color was different from the online pictures. Product's okay but that's a letdown.,"Honestly, the product wasn't great. Wouldn't recommend it."
584,8910,2568,2024-12-05 06:32:30.412051392,Quality Issue,7.0,Unresolved,1.0481334180311088,6.353429190873692,Neutral,Good,Customer service wasn't helpful. Not coming back.,"Took way too long to get fixed, but the service was okay I guess."
585,11039,9428,2024-12-05 06:32:30.412051392,Incorrect Product,21.0,Pending,7.400360310936647,5.001298449506955,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Honestly, the product wasn't great. Wouldn't recommend it."
586,4679,5847,2024-12-05 06:32:30.412051392,Late Delivery,6.0,Pending,4.793527201914328,7.017600324946158,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
587,2677,7293,2024-12-05 06:32:30.412051392,Quality Issue,24.0,Pending,6.529056665242847,5.710185076234612,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.","I dunno, but the product just wasn't what I thought. Disappointed."
588,9657,10233,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Resolved,9.27208889013332,6.286384538592735,Neutral,Poor,Got the wrong item... so frustrating! What a waste of time.,"Honestly, the product wasn't great. Wouldn't recommend it."
589,6685,5448,2024-12-05 06:32:30.412051392,Packaging Issue,8.0,Pending,4.088542156760804,1.7694250774730356,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.","Honestly, the product wasn't great. Wouldn't recommend it."
590,5074,8716,2024-12-05 06:32:30.412051392,Late Delivery,18.0,Unresolved,8.336484572622563,3.643884995820204,Positive,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",
591,8229,7607,2024-12-05 06:32:30.412051392,Quality Issue,6.0,Unresolved,5.0125986352210115,5.159300123084679,Negative,Poor,Packaging was fine but the actual product had issues.,Customer service wasn't helpful. Not coming back.
592,2576,10175,2024-12-05 06:32:30.412051392,Late Delivery,18.0,Pending,6.289033808950156,4.958904138786237,Positive,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
593,2483,8726,2024-12-05 06:32:30.412051392,Damaged Product,11.0,Unresolved,7.717900673831754,4.825925759317579,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",Package came way late. Not ordering from here again.
594,9076,9761,2024-12-05 06:32:30.412051392,Incorrect Product,,Resolved,4.718743945670348,7.044047334549493,Neutral,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",Package came way late. Not ordering from here again.
595,10200,1705,2024-12-05 06:32:30.412051392,Incorrect Product,18.0,Pending,2.3353022844229754,5.040354982716471,Positive,Poor,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
596,6369,6741,2024-12-05 06:32:30.412051392,Damaged Product,10.0,Resolved,9.13391008286474,7.674166073845522,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.","Honestly, the product wasn't great. Wouldn't recommend it."
597,3711,3482,2024-12-05 06:32:30.412051392,Quality Issue,2.0,Unresolved,6.064414267502314,1.5691794889738495,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","I dunno, but the product just wasn't what I thought. Disappointed."
598,6618,10208,2024-12-05 06:32:30.412051392,Packaging Issue,18.0,Resolved,9.593335227834531,2.9778622000092816,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
599,1350,9553,2024-12-05 06:32:30.412051392,Incorrect Product,20.0,Unresolved,2.6867533287582113,8.631292820821791,Negative,Average,Got the wrong item... so frustrating! What a waste of time.,Package came way late. Not ordering from here again.
600,932,6566,2024-12-05 06:32:30.412051392,Late Delivery,25.0,Pending,8.637494547182463,2.14731625983191,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,Package came way late. Not ordering from here again.
601,63,9272,2024-12-05 06:32:30.412051392,Incorrect Product,26.0,Resolved,1.3987613767410325,6.830568540611413,Negative,Average,,Customer service wasn't helpful. Not coming back.
602,8294,339,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Pending,2.059369786911418,6.39101278830565,Neutral,Poor,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
603,1309,7473,2024-12-05 06:32:30.412051392,Late Delivery,19.0,Resolved,8.377050455374029,,Negative,Poor,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
604,571,6360,2024-12-05 06:32:30.412051392,Damaged Product,22.0,Resolved,7.491291954441054,9.606518840835276,Positive,Average,Packaging was fine but the actual product had issues.,Packaging was fine but the actual product had issues.
605,3843,4412,2024-12-05 06:32:30.412051392,Late Delivery,28.0,Unresolved,1.1894980528652321,2.745581492793141,Positive,Excellent,Packaging was fine but the actual product had issues.,"Arrived in a damaged box, not happy. Seriously?"
606,3706,1208,2024-12-05 06:32:30.412051392,Late Delivery,9.0,Unresolved,9.349895192339153,7.100658819095057,Positive,Poor,Package came way late. Not ordering from here again.,Got the wrong item... so frustrating! What a waste of time.
607,5963,1902,2024-12-05 06:32:30.412051392,Incorrect Product,26.0,Unresolved,7.632794245072616,2.3854769330093744,Neutral,Good,"Honestly, the product wasn't great. Wouldn't recommend it.",Got the wrong item... so frustrating! What a waste of time.
608,4397,11268,2024-12-05 06:32:30.412051392,Packaging Issue,1.0,Resolved,8.478967386918466,5.941696267408014,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?","I dunno, but the product just wasn't what I thought. Disappointed."
609,154,2954,2024-12-05 06:32:30.412051392,Quality Issue,21.0,Unresolved,2.701195607336767,4.862600103098822,Positive,Poor,,Packaging was fine but the actual product had issues.
610,9665,5739,2024-12-05 06:32:30.412051392,Damaged Product,5.0,Resolved,9.32301688272171,1.75239855287252,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.","Took way too long to get fixed, but the service was okay I guess."
611,1919,1464,2024-12-05 06:32:30.412051392,Quality Issue,,Resolved,9.787183387229968,8.313566276624826,Positive,Poor,,"I dunno, but the product just wasn't what I thought. Disappointed."
612,1572,9848,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Pending,5.151290767681839,7.1342156441185125,Positive,Good,,"I dunno, but the product just wasn't what I thought. Disappointed."
